15,11,9,8,7,6,5,5,4,3,3,2,2,1,1,0,0,0,0,0,0,0,1,1,2,2,4,5,7,10,19,21,29,32,34,35,36,37,37,38,38,39,39,39,39,39,38,38,37,37,36,35,34,33,31,30,27,25,22,18,15,13,11,9,8,6,5,4,3,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,4,4,5,6,7,9,11,21,23,25,25,26,27,27,28,28,28,29,29,29,29,29,29,29,29,29,28,28,28,28,27,27,27,26,26,25,25,25,24,23,23,22,21,20,19,17,15,-4,-3,-1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,2,5,5,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-2,-2,-3,-4,-2,-2,-2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,122,92,96,113,99,69,118,75,62,57,70,102,59
11,9,8,6,5,4,3,3,2,1,1,1,0,0,0,0,1,1,1,2,2,3,4,5,6,7,9,10,13,18,22,25,28,30,31,33,34,35,36,37,37,38,38,39,39,39,39,39,39,39,38,38,38,37,36,35,33,32,30,26,12,9,8,6,5,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,4,5,5,6,7,8,9,11,13,15,18,20,21,22,23,24,25,25,26,27,27,27,28,28,28,28,28,29,29,29,29,29,29,29,29,29,28,28,28,28,27,27,26,25,25,24,23,22,19,-2,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,4,5,3,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-3,-4,-3,-2,-1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,2,3,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,55,49,49,53,76,61,54,39,30,30,31,49,70
14,12,10,8,8,7,6,4,3,3,2,2,1,1,0,1,0,0,0,0,1,1,1,2,3,4,6,7,9,13,18,21,25,27,29,31,32,33,35,36,37,37,38,38,38,39,39,39,39,39,39,38,38,37,36,34,33,31,29,25,14,12,10,8,7,7,6,5,3,3,2,2,1,1,0,0,0,0,0,1,1,1,2,2,2,2,3,3,4,4,5,5,6,7,8,8,9,10,12,15,19,22,23,24,25,25,26,27,27,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,28,28,28,28,27,27,26,26,25,24,24,23,22,20,-2,-2,-2,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,4,3,3,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-3,-4,-2,-2,-2,-1,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,3,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,129,105,99,127,118,66,114,86,67,66,83,105,64
12,8,4,2,2,2,2,1,1,1,1,1,0,0,0,1,1,1,2,3,3,4,5,6,8,9,10,12,15,17,19,23,27,30,31,33,34,35,36,37,38,38,39,39,39,39,39,38,38,38,37,37,36,35,34,33,32,30,28,25,12,7,3,3,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,4,5,5,6,7,8,9,10,12,14,17,18,20,21,22,23,23,24,25,26,26,27,27,27,28,28,29,29,29,29,29,29,29,29,29,28,28,28,27,27,26,26,25,24,23,22,21,19,16,-4,-4,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,2,2,2,4,4,3,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-2,-3,-5,-4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,2,3,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,114,81,83,109,90,68,102,67,62,60,67,98,60
15,12,10,9,7,5,5,5,4,4,3,3,2,1,1,1,1,1,0,0,0,0,0,1,1,2,3,5,6,11,21,29,32,35,36,37,38,38,39,39,39,39,38,38,38,38,38,37,36,36,35,34,34,32,31,30,28,26,23,19,18,13,12,10,8,5,5,4,4,3,2,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,5,6,8,22,24,25,26,26,27,28,28,28,28,28,29,29,29,29,29,29,29,29,29,28,28,28,28,27,27,27,26,26,25,25,24,23,22,22,20,19,17,16,11,-3,-2,-1,-1,-2,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,5,8,5,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,-1,-1,-1,-2,-2,-3,-4,-5,-3,-1,-2,-2,-1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,-3,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,163,148,148,158,104,67,123,142,99,93,131,109,62
14,8,6,4,3,2,2,2,3,2,2,1,1,1,0,0,0,1,1,1,1,1,3,3,3,5,6,7,9,13,21,26,30,31,33,34,36,36,37,38,38,38,39,39,38,38,38,38,38,38,37,36,35,34,33,32,29,26,23,20,14,11,5,4,3,3,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,3,4,4,5,6,6,8,9,12,16,21,21,24,24,25,26,27,27,28,28,28,28,29,29,29,29,29,29,29,29,28,28,28,27,27,27,26,26,26,25,25,25,24,23,22,21,20,19,13,-6,-4,-2,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,3,4,5,4,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-3,-3,-3,-3,-3,-4,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,2,3,5,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-3,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,175,163,151,169,95,73,129,142,112,111,129,109,59
16,13,10,9,8,6,5,4,3,2,2,1,1,1,1,0,0,1,0,0,1,1,2,2,3,4,5,7,9,14,23,24,27,30,32,34,35,36,37,38,38,39,39,39,39,39,39,38,38,37,37,36,35,34,33,32,30,28,25,21,15,11,9,8,7,6,5,5,4,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,4,4,5,5,6,7,8,9,11,19,21,23,24,25,26,26,27,27,28,28,28,28,28,29,29,29,29,29,29,29,29,28,28,28,28,27,27,27,26,26,25,25,24,23,22,21,20,18,16,-3,-3,-2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,5,1,2,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-2,-3,-4,-4,-3,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,145,118,118,139,102,66,116,106,73,78,100,107,61
16,13,12,10,9,8,6,5,4,3,3,3,2,2,1,1,0,0,0,0,0,1,1,3,4,4,6,7,9,14,19,26,30,31,32,34,35,36,37,37,38,39,39,39,39,39,39,38,38,38,37,36,35,34,32,31,30,27,25,22,16,14,12,9,8,7,6,6,5,4,3,3,2,1,1,1,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,3,4,5,5,6,7,8,10,11,20,22,22,23,25,25,26,27,27,28,28,28,28,28,29,29,29,29,29,29,29,29,29,28,28,28,27,27,26,26,26,25,24,23,23,22,21,20,19,16,-3,-2,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,3,5,7,5,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-2,-2,-3,-2,-2,-2,-2,-1,-1,0,0,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,-2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,158,143,138,170,100,58,110,128,107,99,122,107,61
18,14,11,11,10,8,7,6,5,4,3,3,2,1,1,1,0,0,0,0,0,1,1,2,2,3,5,6,8,12,20,23,26,29,30,32,34,35,36,37,38,38,39,39,39,39,39,39,38,38,37,37,36,35,33,32,30,28,25,22,16,13,12,10,9,8,7,6,5,5,4,2,2,2,1,1,1,1,0,0,0,1,1,1,2,2,2,3,3,3,4,5,5,6,6,7,8,9,10,12,20,22,24,25,25,26,27,27,28,28,28,28,29,29,29,29,29,29,29,29,29,29,29,28,28,28,27,27,27,26,26,25,25,24,23,23,22,21,19,17,-4,-3,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,4,3,3,3,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-2,-2,-3,-3,-3,-2,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,71,54,53,61,95,61,59,46,43,37,40,53,61
18,15,13,11,8,6,5,4,4,3,2,2,1,1,1,1,0,0,1,0,1,1,1,2,3,4,5,7,9,13,23,27,29,31,33,34,35,36,37,38,38,39,39,39,39,39,39,38,38,37,37,36,35,34,33,31,30,28,25,22,16,12,10,9,7,6,5,5,4,4,4,3,3,2,2,1,1,1,0,0,0,0,0,0,1,1,1,1,2,2,3,3,4,4,5,6,7,8,9,11,19,22,23,24,25,26,26,27,27,28,28,28,28,29,29,29,29,29,29,29,29,29,29,28,28,28,27,27,27,26,26,25,24,24,23,22,21,20,18,16,-3,-2,-2,-2,-2,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,4,4,3,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-2,-3,-3,-4,-3,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,-1,-1,-1,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,149,119,117,144,103,63,115,104,78,80,106,108,61
